x,y,z
0.5656565656565657,-8.0,98.62550320384929
0.7272727272727284,-8.0,98.40207709888718
0.8888888888888893,-8.0,98.09992748777047
1.050505050505052,-8.0,97.70411789532737
1.2121212121212128,-8.0,97.19704290788184
1.3737373737373737,-8.0,96.55861414194399
1.5353535353535364,-8.0,95.76648653680459
1.6969696969696972,-8.0,94.79632829265174
1.85858585858586,-8.0,93.62213758027202
2.0202020202020208,-8.0,92.21660871603076
2.1818181818181834,-8.0,90.55154981696015
2.3434343434343443,-8.0,88.59835302292053
2.505050505050505,-8.0,86.32851720131038
2.666666666666668,-8.0,83.71422164848849
2.8282828282828287,-8.0,80.7289476935706
2.9898989898989914,-8.0,77.34814332618602
3.1515151515151523,-8.0,73.5499240506258
3.313131313131315,-8.0,69.31580116355573
3.474747474747476,-8.0,64.63142661785109
3.6363636363636367,-8.0,59.487341634596156
3.7979797979797993,-8.0,53.87971432768638
3.9595959595959602,-8.0,47.81104988321617
4.121212121212123,-8.0,41.2908553630856
4.282828282828284,-8.0,34.3362400526172
4.444444444444445,-8.0,26.972431516120043
4.606060606060607,-8.0,19.233187227564255
4.767676767676768,-8.0,11.161081863124052
4.929292929292931,-8.0,2.8076511251873493
5.090909090909092,-8.0,-5.7666256524282336
5.252525252525254,-8.0,-14.492519871732501
5.414141414141415,-8.0,-23.292438148521516
5.575757575757576,-8.0,-32.08100682071305
5.737373737373739,-8.0,-40.765862619839325
5.8989898989899,-8.0,-49.24865133761908
6.060606060606062,-8.0,-57.42623157829521
6.222222222222223,-8.0,-65.19207559807896
6.383838383838386,-8.0,-72.43785390493169
6.545454545454547,-8.0,-79.05518484961199
6.707070707070708,-8.0,-84.93752501955592
6.86868686868687,-8.0,-89.98217099728032
7.030303030303031,-8.0,-94.09233811704668
7.191919191919194,-8.0,-97.17927740170951
7.353535353535355,-8.0,-99.16438803779302
7.515151515151516,-8.0,-99.98127969576048
7.676767676767678,-8.0,-99.57773685756108
7.838383838383839,-8.0,-97.91753619238675
8.0,-8.0,-94.9820680215173
-8.0,-7.838383838383838,-97.91753619238679
-7.838383838383838,-7.838383838383838,-99.59908912053359
-7.6767676767676765,-7.838383838383838,-99.97093620385927
-7.515151515151516,-7.838383838383838,-99.06874828611373
-7.353535353535354,-7.838383838383838,-96.94554064814739
-7.191919191919192,-7.838383838383838,-93.6697888626874
-7.03030303030303,-7.838383838383838,-89.32336949922485
-6.8686868686868685,-7.838383838383838,-83.99937836300892
-6.707070707070707,-7.838383838383838,-77.79987827062337
-6.545454545454545,-7.838383838383838,-70.83362652543791
-6.383838383838384,-7.838383838383838,-63.213829374987306
-6.222222222222222,-7.838383838383838,-55.055966944452706
-6.0606060606060606,-7.838383838383838,-46.47572759653533
-5.898989898989899,-7.838383838383838,-37.58708552904561
-5.737373737373737,-7.838383838383838,-28.50054985386377
-5.575757575757576,-7.838383838383838,-19.32160757159034
-5.4141414141414135,-7.838383838383838,-10.149376928349383
-5.252525252525253,-7.838383838383838,-1.075481769887539
-5.090909090909091,-7.838383838383838,7.8168481634059095
-4.929292929292929,-7.838383838383838,16.453451400383376
-4.767676767676767,-7.838383838383838,24.76968866647625
-4.6060606060606055,-7.838383838383838,32.71068625385272
-4.444444444444445,-7.838383838383838,40.2313822882746
-4.282828282828282,-7.838383838383838,47.2963924716973
-4.121212121212121,-7.838383838383838,53.879714327686536
-3.9595959595959593,-7.838383838383838,59.96429074043128
-3.7979797979797976,-7.838383838383838,65.54145466963794
-3.636363636363636,-7.838383838383838,70.61027737263329
-3.474747474747474,-7.838383838383838,75.17684231673893
-3.313131313131313,-7.838383838383838,79.2534662775783
-3.1515151515151514,-7.838383838383838,82.8578879608902
-2.9898989898989896,-7.838383838383838,86.0124429326561
-2.828282828282828,-7.838383838383838,88.74324177558772
-2.666666666666666,-7.838383838383838,91.07936629194113
-2.5050505050505043,-7.838383838383838,93.05209632528576
-2.3434343434343425,-7.838383838383838,94.69417745636251
-2.1818181818181817,-7.838383838383838,96.03913751459392
-2.02020202020202,-7.838383838383838,97.1206576044959
-1.8585858585858581,-7.838383838383838,97.97200123442047
-1.6969696969696964,-7.838383838383838,98.62550320384929
-1.5353535353535346,-7.838383838383838,99.11211819529885
-1.3737373737373728,-7.838383838383838,99.46102755823154
-1.212121212121212,-7.838383838383838,99.69930158574736
-1.0505050505050502,-7.838383838383838,99.85161368123282
-0.8888888888888884,-7.838383838383838,99.94000219355506
-0.7272727272727266,-7.838383838383838,99.98367535954472
-0.5656565656565649,-7.838383838383838,99.99885471776656
-0.4040404040404031,-7.838383838383838,99.9986525278465
-0.2424242424242422,-7.838383838383838,99.99297911933586
-0.08080808080808044,-7.838383838383838,99.98847667313724
0.08080808080808133,-7.838383838383838,99.98847667313724
0.24242424242424399,-7.838383838383838,99.99297911933586
0.40404040404040487,-7.838383838383838,99.9986525278465
0.5656565656565657,-7.838383838383838,99.99885471776656
0.7272727272727284,-7.838383838383838,99.98367535954472
0.8888888888888893,-7.838383838383838,99.94000219355506
1.050505050505052,-7.838383838383838,99.85161368123282
1.2121212121212128,-7.838383838383838,99.69930158574736
1.3737373737373737,-7.838383838383838,99.46102755823154
1.5353535353535364,-7.838383838383838,99.11211819529885
1.6969696969696972,-7.838383838383838,98.62550320384929
1.85858585858586,-7.838383838383838,97.97200123442047
2.0202020202020208,-7.838383838383838,97.12065760449588
2.1818181818181834,-7.838383838383838,96.03913751459392
2.3434343434343443,-7.838383838383838,94.69417745636251
2.505050505050505,-7.838383838383838,93.05209632528569
2.666666666666668,-7.838383838383838,91.07936629194113
2.8282828282828287,-7.838383838383838,88.74324177558772
2.9898989898989914,-7.838383838383838,86.012442932656
3.1515151515151523,-7.838383838383838,82.8578879608901
3.313131313131315,-7.838383838383838,79.2534662775783
3.474747474747476,-7.838383838383838,75.17684231673893
3.6363636363636367,-7.838383838383838,70.61027737263329
3.7979797979797993,-7.838383838383838,65.54145466963794
3.9595959595959602,-7.838383838383838,59.96429074043128
4.121212121212123,-7.838383838383838,53.87971432768638
4.282828282828284,-7.838383838383838,47.296392471697146
4.444444444444445,-7.838383838383838,40.2313822882746
4.606060606060607,-7.838383838383838,32.71068625385256
4.767676767676768,-7.838383838383838,24.76968866647608
4.929292929292931,-7.838383838383838,16.453451400383376
5.090909090909092,-7.838383838383838,7.8168481634059095
5.252525252525254,-7.838383838383838,-1.0754817698877166
5.414141414141415,-7.838383838383838,-10.149376928349383
5.575757575757576,-7.838383838383838,-19.32160757159034
5.737373737373739,-7.838383838383838,-28.500549853863937
5.8989898989899,-7.838383838383838,-37.58708552904577
6.060606060606062,-7.838383838383838,-46.47572759653533
6.222222222222223,-7.838383838383838,-55.05596694445286
6.383838383838386,-7.838383838383838,-63.21382937498744
6.545454545454547,-7.838383838383838,-70.83362652543791
6.707070707070708,-7.838383838383838,-77.79987827062337
6.86868686868687,-7.838383838383838,-83.99937836300901
7.030303030303031,-7.838383838383838,-89.32336949922485
7.191919191919194,-7.838383838383838,-93.66978886268745
7.353535353535355,-7.838383838383838,-96.94554064814739
7.515151515151516,-7.838383838383838,-99.06874828611373
7.676767676767678,-7.838383838383838,-99.97093620385927
7.838383838383839,-7.838383838383838,-99.59908912053356
8.0,-7.838383838383838,-97.91753619238679
-8.0,-7.6767676767676765,-99.57773685756108
-7.838383838383838,-7.6767676767676765,-99.97093620385927
-7.6767676767676765,-7.6767676767676765,-99.03570775056902
-7.515151515151516,-7.6767676767676765,-96.82515617845962
-7.353535353535354,-7.6767676767676765,-93.40924375082795
-7.191919191919192,-7.6767676767676765,-88.87264587737253
-7.03030303030303,-7.6767676767676765,-83.3124558346462
-6.8686868686868685,-7.6767676767676765,-76.83579485242035
-6.707070707070707,-7.6767676767676765,-69.55738235308921
-6.545454545454545,-7.6767676767676765,-61.59711852151587
-6.383838383838384,-7.6767676767676765,-53.07772772022952
-6.222222222222222,-7.6767676767676765,-44.12250670374576
-6.0606060606060606,-7.6767676767676765,-34.85321629439209
-5.898989898989899,-7.6767676767676765,-25.38814933774126
-5.737373737373737,-7.6767676767676765,-15.840401539714774
-5.575757575757576,-7.6767676767676765,-6.316365379346729
-5.4141414141414135,-7.6767676767676765,3.0855391352872084
-5.252525252525253,-7.6767676767676765,12.275889382288257
-5.090909090909091,-7.6767676767676765,21.175039215055786
-4.929292929292929,-7.6767676767676765,29.713656291974672
-4.767676767676767,-7.6767676767676765,37.83302674175283
-4.6060606060606055,-7.6767676767676765,45.485140663349554
-4.444444444444445,-7.6767676767676765,52.632575672811576
-4.282828282828282,-7.6767676767676765,59.2481986896358
-4.121212121212121,-7.6767676767676765,65.31470838305917
-3.9595959595959593,-7.6767676767676765,70.82404217650999
-3.7979797979797976,-7.6767676767676765,75.77667245942048
-3.636363636363636,-7.6767676767676765,80.18081672115804
-3.474747474747474,-7.6767676767676765,84.05158575929259
-3.313131313131313,-7.6767676767676765,87.41009299415542
-3.1515151515151514,-7.6767676767676765,90.28254632407413
-2.9898989898989896,-7.6767676767676765,92.69934196807151
-2.828282828282828,-7.6767676767676765,94.69417745636251
-2.666666666666666,-7.6767676767676765,96.3031984356056
-2.5050505050505043,-7.6767676767676765,97.56419134562034
-2.3434343434343425,-7.6767676767676765,98.51583138277051
-2.1818181818181817,-7.6767676767676765,99.19699257147886
-2.02020202020202,-7.6767676767676765,99.64612429012854
-1.8585858585858581,-7.6767676767676765,99.90069630201694
-1.6969696969696964,-7.6767676767676765,99.99671227663546
-1.5353535353535346,-7.6767676767676765,99.9682899909146
-1.3737373737373728,-7.6767676767676765,99.84730490266253
-1.212121212121212,-7.6767676767676765,99.66309260686778
-1.0505050505050502,-7.6767676767676765,99.44220482718666
-0.8888888888888884,-7.6767676767676765,99.2082130576648
-0.7272727272727266,-7.6767676767676765,98.98155374290045
-0.5656565656565649,-7.6767676767676765,98.77940895033717
-0.4040404040404031,-7.6767676767676765,98.61561682171141
-0.2424242424242422,-7.6767676767676765,98.50060666214291
-0.08080808080808044,-7.6767676767676765,98.44135430097549
0.08080808080808133,-7.6767676767676765,98.44135430097549
0.24242424242424399,-7.6767676767676765,98.50060666214291
0.40404040404040487,-7.6767676767676765,98.61561682171141
0.5656565656565657,-7.6767676767676765,98.77940895033717
0.7272727272727284,-7.6767676767676765,98.98155374290045
0.8888888888888893,-7.6767676767676765,99.20821305766484
1.050505050505052,-7.6767676767676765,99.44220482718666
1.2121212121212128,-7.6767676767676765,99.66309260686778
1.3737373737373737,-7.6767676767676765,99.84730490266253
1.5353535353535364,-7.6767676767676765,99.9682899909146
1.6969696969696972,-7.6767676767676765,99.99671227663546
1.85858585858586,-7.6767676767676765,99.90069630201694
2.0202020202020208,-7.6767676767676765,99.64612429012854
2.1818181818181834,-7.6767676767676765,99.19699257147886
2.3434343434343443,-7.6767676767676765,98.51583138277051
2.505050505050505,-7.6767676767676765,97.56419134562034
2.666666666666668,-7.6767676767676765,96.3031984356056
2.8282828282828287,-7.6767676767676765,94.69417745636251
2.9898989898989914,-7.6767676767676765,92.69934196807145
3.1515151515151523,-7.6767676767676765,90.28254632407413
3.313131313131315,-7.6767676767676765,87.41009299415542
3.474747474747476,-7.6767676767676765,84.0515857592925
3.6363636363636367,-7.6767676767676765,80.18081672115804
3.7979797979797993,-7.6767676767676765,75.77667245942035
3.9595959595959602,-7.6767676767676765,70.82404217650999
4.121212121212123,-7.6767676767676765,65.31470838305904
4.282828282828284,-7.6767676767676765,59.24819868963566
4.444444444444445,-7.6767676767676765,52.632575672811576
4.606060606060607,-7.6767676767676765,45.485140663349554
4.767676767676768,-7.6767676767676765,37.83302674175283
4.929292929292931,-7.6767676767676765,29.713656291974505
5.090909090909092,-7.6767676767676765,21.175039215055616
5.252525252525254,-7.6767676767676765,12.275889382288257
5.414141414141415,-7.6767676767676765,3.0855391352870307
5.575757575757576,-7.6767676767676765,-6.316365379346729
5.737373737373739,-7.6767676767676765,-15.840401539714948
5.8989898989899,-7.6767676767676765,-25.38814933774126
6.060606060606062,-7.6767676767676765,-34.85321629439209
6.222222222222223,-7.6767676767676765,-44.12250670374576
6.383838383838386,-7.6767676767676765,-53.077727720229674
6.545454545454547,-7.6767676767676765,-61.597118521516016
6.707070707070708,-7.6767676767676765,-69.55738235308932
6.86868686868687,-7.6767676767676765,-76.83579485242046
7.030303030303031,-7.6767676767676765,-83.3124558346462
7.191919191919194,-7.6767676767676765,-88.87264587737262
7.353535353535355,-7.6767676767676765,-93.40924375082801
7.515151515151516,-7.6767676767676765,-96.82515617845962
7.676767676767678,-7.6767676767676765,-99.03570775056903
7.838383838383839,-7.6767676767676765,-99.97093620385927
8.0,-7.6767676767676765,-99.57773685756108
-8.0,-7.515151515151516,-99.98127969576048
-7.838383838383838,-7.515151515151516,-99.06874828611373
-7.6767676767676765,-7.515151515151516,-96.82515617845962
-7.515151515151516,-7.515151515151516,-93.32122681254081
-7.353535353535354,-7.515151515151516,-88.64383407471865
-7.191919191919192,-7.515151515151516,-82.8936025699076
-7.03030303030303,-7.515151515151516,-76.18238487609962
-6.8686868686868685,-7.515151515151516,-68.63067527665994
-6.707070707070707,-7.515151515151516,-60.36501724517939
-6.545454545454545,-7.515151515151516,-51.51545852720392
-6.383838383838384,-7.515151515151516,-42.21310317745595
-6.222222222222222,-7.515151515151516,-32.58780454373274
-6.0606060606060606,-7.515151515151516,-22.76603712619784
-5.898989898989899,-7.515151515151516,-12.86897867734024
-5.737373737373737,-7.515151515151516,-3.010827039384557
-5.575757575757576,-7.515151515151516,6.702630765301558
-5.4141414141414135,-7.515151515151516,16.175186585550456
-5.252525252525253,-7.515151515151516,25.32111239805328
-5.090909090909091,-7.515151515151516,34.065797106828796
-4.929292929292929,-7.515151515151516,42.346126968948006
-4.767676767676767,-7.515151515151516,50.11062283768561
-4.6060606060606055,-7.515151515151516,57.319351798067764
-4.444444444444445,-7.515151515151516,63.94363436937374
-4.282828282828282,-7.515151515151516,69.96557122978687
-4.121212121212121,-7.515151515151516,75.3774153702297
-3.9595959595959593,-7.515151515151516,80.18081672115804
-3.7979797979797976,-7.515151515151516,84.38596665298213
-3.636363636363636,-7.515151515151516,88.01066938221508
-3.474747474747474,-7.515151515151516,91.07936629194113
-3.313131313131313,-7.515151515151516,93.62213758027202
-3.1515151515151514,-7.515151515151516,95.67370357721003
-2.9898989898989896,-7.515151515151516,97.27244561797724
-2.828282828282828,-7.515151515151516,98.45946363134806
-2.666666666666666,-7.515151515151516,99.27768469629065
-2.5050505050505043,-7.515151515151516,99.77103383724474
-2.3434343434343425,-7.515151515151516,99.98367535954473
-2.1818181818181817,-7.515151515151516,99.95933015542028
-2.02020202020202,-7.515151515151516,99.74067171123355
-1.8585858585858581,-7.515151515151516,99.36880108038693
-1.6969696969696964,-7.515151515151516,98.88279890382591
-1.5353535353535346,-7.515151515151516,98.31935069904503
-1.3737373737373728,-7.515151515151516,97.71244012449603
-1.212121212121212,-7.515151515151516,97.09310377305441
-1.0505050505050502,-7.515151515151516,96.48924025854822
-0.8888888888888884,-7.515151515151516,95.9254659262283
-0.7272727272727266,-7.515151515151516,95.4230094257394
-0.5656565656565649,-7.515151515151516,94.99963761052545
-0.4040404040404031,-7.515151515151516,94.66960574147524
-0.2424242424242422,-7.515151515151516,94.44362574092905
-0.08080808080808044,-7.515151515151516,94.3288472281179
0.08080808080808133,-7.515151515151516,94.3288472281179
0.24242424242424399,-7.515151515151516,94.44362574092905
0.40404040404040487,-7.515151515151516,94.66960574147524
0.5656565656565657,-7.515151515151516,94.99963761052545
0.7272727272727284,-7.515151515151516,95.4230094257394
0.8888888888888893,-7.515151515151516,95.92546592622831
1.050505050505052,-7.515151515151516,96.48924025854822
1.2121212121212128,-7.515151515151516,97.09310377305441
1.3737373737373737,-7.515151515151516,97.71244012449603
1.5353535353535364,-7.515151515151516,98.31935069904506
1.6969696969696972,-7.515151515151516,98.88279890382593
1.85858585858586,-7.515151515151516,99.36880108038694
2.0202020202020208,-7.515151515151516,99.74067171123355
2.1818181818181834,-7.515151515151516,99.95933015542028
2.3434343434343443,-7.515151515151516,99.98367535954473
2.505050505050505,-7.515151515151516,99.77103383724474
2.666666666666668,-7.515151515151516,99.27768469629065
2.8282828282828287,-7.515151515151516,98.45946363134806
2.9898989898989914,-7.515151515151516,97.27244561797721
3.1515151515151523,-7.515151515151516,95.67370357721003
3.313131313131315,-7.515151515151516,93.62213758027195
3.474747474747476,-7.515151515151516,91.07936629194113
3.6363636363636367,-7.515151515151516,88.01066938221508
3.7979797979797993,-7.515151515151516,84.38596665298203
3.9595959595959602,-7.515151515151516,80.18081672115804
4.121212121212123,-7.515151515151516,75.37741537022958
4.282828282828284,-7.515151515151516,69.96557122978687
4.444444444444445,-7.515151515151516,63.94363436937374
4.606060606060607,-7.515151515151516,57.31935179806762
4.767676767676768,-7.515151515151516,50.11062283768546
4.929292929292931,-7.515151515151516,42.346126968948006
5.090909090909092,-7.515151515151516,34.065797106828796
5.252525252525254,-7.515151515151516,25.32111239805328
5.414141414141415,-7.515151515151516,16.175186585550456
5.575757575757576,-7.515151515151516,6.702630765301558
5.737373737373739,-7.515151515151516,-3.010827039384734
5.8989898989899,-7.515151515151516,-12.86897867734024
6.060606060606062,-7.515151515151516,-22.766037126198015
6.222222222222223,-7.515151515151516,-32.5878045437329
6.383838383838386,-7.515151515151516,-42.213103177456105
6.545454545454547,-7.515151515151516,-51.51545852720392
6.707070707070708,-7.515151515151516,-60.36501724517939
6.86868686868687,-7.515151515151516,-68.63067527666007
7.030303030303031,-7.515151515151516,-76.18238487609973
7.191919191919194,-7.515151515151516,-82.8936025699077
7.353535353535355,-7.515151515151516,-88.64383407471865
7.515151515151516,-7.515151515151516,-93.32122681254081
7.676767676767678,-7.515151515151516,-96.82515617845962
7.838383838383839,-7.515151515151516,-99.06874828611373
8.0,-7.515151515151516,-99.98127969576048
-8.0,-7.353535353535354,-99.16438803779299
-7.838383838383838,-7.353535353535354,-96.94554064814739
-7.6767676767676765,-7.353535353535354,-93.40924375082795
-7.515151515151516,-7.353535353535354,-88.64383407471865
-7.353535353535354,-7.353535353535354,-82.75287102428231
-7.191919191919192,-7.353535353535354,-75.8524892590146
-7.03030303030303,-7.353535353535354,-68.06865954434464
-6.8686868686868685,-7.353535353535354,-59.53442037658559
-6.707070707070707,-7.353535353535354,-50.38713981055599
-6.545454545454545,-7.353535353535354,-40.765862619839325
-6.383838383838384,-7.353535353535354,-30.80879257204117
-6.222222222222222,-7.353535353535354,-20.650953398452256
-6.0606060606060606,-7.353535353535354,-10.422065184580436
-5.898989898989899,-7.353535353535354,-0.24466561608525614
-5.737373737373737,-7.353535353535354,9.767502005556846
-5.575757575757576,-7.353535353535354,19.51081960723112
-5.4141414141414135,-7.353535353535354,28.892837052012236
-5.252525252525253,-7.353535353535354,37.83302674175283
-5.090909090909091,-7.353535353535354,46.263256668616386
-4.929292929292929,-7.353535353535354,54.127994354561004
-4.767676767676767,-7.353535353535354,61.38425925602364
-4.6060606060606055,-7.353535353535354,68.00134552156284
-4.444444444444445,-7.353535353535354,73.96034041974656
-4.282828282828282,-7.353535353535354,79.2534662775783
-4.121212121212121,-7.353535353535354,83.88327538739453
-3.9595959595959593,-7.353535353535354,87.86172807859303
-3.7979797979797976,-7.353535353535354,91.20918405855033
-3.636363636363636,-7.353535353535354,93.95333627310995
-3.474747474747474,-7.353535353535354,96.12811500593254
-3.313131313131313,-7.353535353535354,97.77258782537064
-3.1515151515151514,-7.353535353535354,98.92987840389328
-2.9898989898989896,-7.353535353535354,99.64612429012854
-2.828282828282828,-7.353535353535354,99.9694905204065
-2.666666666666666,-7.353535353535354,99.94925262631854
-2.5050505050505043,-7.353535353535354,99.6349592330786
-2.3434343434343425,-7.353535353535354,99.07568114822378
-2.1818181818181817,-7.353535353535354,98.31935069904503
-2.02020202020202,-7.353535353535354,97.4121921657502
-1.8585858585858581,-7.353535353535354,96.39824153825647
-1.6969696969696964,-7.353535353535354,95.31895154646035
-1.5353535353535346,-7.353535353535354,94.21287601176013
-1.3737373737373728,-7.353535353535354,93.11542606297279
-1.212121212121212,-7.353535353535354,92.05868966138814
-1.0505050505050502,-7.353535353535354,91.07130518479714
-0.8888888888888884,-7.353535353535354,90.1783795160116
-0.7272727272727266,-7.353535353535354,89.40144114608488
-0.5656565656565649,-7.353535353535354,88.75841920745776
-0.4040404040404031,-7.353535353535354,88.26364006330313
-0.2424242424242422,-7.353535353535354,87.92783405790252
-0.08080808080808044,-7.353535353535354,87.75814623742481
0.08080808080808133,-7.353535353535354,87.75814623742481
0.24242424242424399,-7.353535353535354,87.92783405790252
0.40404040404040487,-7.353535353535354,88.26364006330313
0.5656565656565657,-7.353535353535354,88.75841920745776
0.7272727272727284,-7.353535353535354,89.40144114608488
0.8888888888888893,-7.353535353535354,90.1783795160116
1.050505050505052,-7.353535353535354,91.07130518479714
1.2121212121212128,-7.353535353535354,92.05868966138817
1.3737373737373737,-7.353535353535354,93.11542606297279
1.5353535353535364,-7.353535353535354,94.21287601176013
1.6969696969696972,-7.353535353535354,95.31895154646037
1.85858585858586,-7.353535353535354,96.3982415382565
2.0202020202020208,-7.353535353535354,97.4121921657502
2.1818181818181834,-7.353535353535354,98.31935069904506
2.3434343434343443,-7.353535353535354,99.07568114822378
2.505050505050505,-7.353535353535354,99.6349592330786
2.666666666666668,-7.353535353535354,99.94925262631855
2.8282828282828287,-7.353535353535354,99.9694905204065
2.9898989898989914,-7.353535353535354,99.64612429012853
3.1515151515151523,-7.353535353535354,98.92987840389326
3.313131313131315,-7.353535353535354,97.77258782537064
3.474747474747476,-7.353535353535354,96.1281150059325
3.6363636363636367,-7.353535353535354,93.95333627310995
3.7979797979797993,-7.353535353535354,91.20918405855033
3.9595959595959602,-7.353535353535354,87.86172807859303
4.121212121212123,-7.353535353535354,83.88327538739443
4.282828282828284,-7.353535353535354,79.2534662775783
4.444444444444445,-7.353535353535354,73.96034041974656
4.606060606060607,-7.353535353535354,68.00134552156284
4.767676767676768,-7.353535353535354,61.38425925602364
4.929292929292931,-7.353535353535354,54.127994354561004
5.090909090909092,-7.353535353535354,46.263256668616386
5.252525252525254,-7.353535353535354,37.83302674175266
5.414141414141415,-7.353535353535354,28.892837052012066
5.575757575757576,-7.353535353535354,19.51081960723112
5.737373737373739,-7.353535353535354,9.767502005556846
5.8989898989899,-7.353535353535354,-0.24466561608543377
6.060606060606062,-7.353535353535354,-10.422065184580436
6.222222222222223,-7.353535353535354,-20.650953398452433
6.383838383838386,-7.353535353535354,-30.80879257204117
6.545454545454547,-7.353535353535354,-40.765862619839325
6.707070707070708,-7.353535353535354,-50.38713981055599
6.86868686868687,-7.353535353535354,-59.53442037658559
7.030303030303031,-7.353535353535354,-68.06865954434477
7.191919191919194,-7.353535353535354,-75.8524892590146
7.353535353535355,-7.353535353535354,-82.75287102428231
7.515151515151516,-7.353535353535354,-88.64383407471865
7.676767676767678,-7.353535353535354,-93.40924375082801
7.838383838383839,-7.353535353535354,-96.94554064814739
8.0,-7.353535353535354,-99.16438803779299
-8.0,-7.191919191919192,-97.17927740170951
-7.838383838383838,-7.191919191919192,-93.6697888626874
-7.6767676767676765,-7.191919191919192,-88.87264587737253
-7.515151515151516,-7.191919191919192,-82.8936025699076
-7.353535353535354,-7.191919191919192,-75.8524892590146
-7.191919191919192,-7.191919191919192,-67.88032750544481
-7.03030303030303,-7.191919191919192,-59.116388095605785
-6.8686868686868685,-7.191919191919192,-49.705257155394335
-6.707070707070707,-7.191919191919192,-39.79397160787042
-6.545454545454545,-7.191919191919192,-29.52927997720848
-6.383838383838384,-7.191919191919192,-19.055078296820838
-6.222222222222222,-7.191919191919192,-8.510063815882402
-6.0606060606060606,-7.191919191919192,1.9743584598808328
-5.898989898989899,-7.191919191919192,12.275889382288257
-5.737373737373737,-7.191919191919192,22.282850585126425
-5.575757575757576,-7.191919191919192,31.895389965325933
-5.4141414141414135,-7.191919191919192,41.02637478060174
-5.252525252525253,-7.191919191919192,49.601976775511126
-5.090909090909091,-7.191919191919192,57.56196047892131
-4.929292929292929,-7.191919191919192,64.85969179180576
-4.767676767676767,-7.191919191919192,71.46188909994197
-4.6060606060606055,-7.191919191919192,77.34814332618602
-4.444444444444445,-7.191919191919192,82.51023653677233
-4.282828282828282,-7.191919191919192,86.95129092058255
-4.121212121212121,-7.191919191919192,90.68478118319193
-3.9595959595959593,-7.191919191919192,93.73344367874299
-3.7979797979797976,-7.191919191919192,96.12811500593254
-3.636363636363636,-7.191919191919192,97.90653140344855
-3.474747474747474,-7.191919191919192,99.11211819529885
-3.313131313131313,-7.191919191919192,99.7927958702146
-3.1515151515151514,-7.191919191919192,99.99982625240749
-2.9898989898989896,-7.191919191919192,99.78671875806798
-2.828282828282828,-7.191919191919192,99.20821305766484
-2.666666666666666,-7.191919191919192,98.31935069904503
-2.5050505050505043,-7.191919191919192,97.17464450400752
-2.3434343434343425,-7.191919191919192,95.82735093482545
-2.1818181818181817,-7.191919191919192,94.3288472281179
-2.02020202020202,-7.191919191919192,92.72811198844306
-1.8585858585858581,-7.191919191919192,91.0713051847971
-1.6969696969696964,-7.191919191919192,89.40144114608488
-1.5353535353535346,-7.191919191919192,87.75814623742481
-1.3737373737373728,-7.191919191919192,86.17749143399787
-1.212121212121212,-7.191919191919192,84.69188899564004
-1.0505050505050502,-7.191919191919192,83.33004187403635
